,Unnamed: 0,name,playerId,position,age,games_played,goals,points,pAssists,sAssists,icetime_per_game,ppg,apg,gpg,goalsFor_team,Predicted Games Played Percentage,Predicted Games Played,Predicted Goals Scored Percentage,Predicted Goals Scored per 82 Games,Predicted Assists Percentage,Predicted Assists per 82 Games,headshot
590,4245,Ville Heinola,8481572,D,23,18,0.0,1.0,0.0,1.0,14.187962962962963,0.0555555555555555,0.0555555555555555,0.0,275.0,0.33482513,28.0,0.029174788,3.0,0.1625438,14.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8481572.png
591,4250,Philip Tomasino,8481577,R,23,61,11.0,24.0,9.0,4.0,13.06639344262295,0.3934426229508196,0.2131147540983606,0.180327868852459,242.0,0.70622474,58.0,0.17442423,15.0,0.25719097,22.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481577.png
592,4253,Connor McMichael,8481580,C,23,82,26.0,57.0,13.0,18.0,16.808536585365854,0.6951219512195121,0.3780487804878049,0.3170731707317073,286.0,0.9229703,76.0,0.26229122,22.0,0.3110513,26.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481580.png
593,4256,Thomas Harley,8481581,D,23,78,16.0,50.0,14.0,20.0,23.38226495726496,0.6410256410256411,0.4358974358974359,0.2051282051282051,275.0,0.8861762,73.0,0.17438598,15.0,0.44891086,37.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481581.png
594,4260,Nicholas Robertson,8481582,L,23,69,15.0,22.0,5.0,2.0,12.002657004830915,0.3188405797101449,0.1014492753623188,0.217391304347826,267.0,0.7259474,60.0,0.16660108,14.0,0.15789084,13.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8481582.png
595,4264,Jakob Pelletier,8481592,L,23,49,7.0,19.0,5.0,7.0,11.556122448979592,0.3877551020408163,0.2448979591836734,0.1428571428571428,232.0,0.6418101,53.0,0.14026032,12.0,0.17540492,15.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8481592.png
596,4266,Jayden Struble,8481593,D,23,56,2.0,13.0,5.0,6.0,14.954464285714286,0.2321428571428571,0.1964285714285714,0.0357142857142857,243.0,0.69370395,57.0,0.04183189,4.0,0.15795274,13.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481593.png
597,4270,Shane Pinto,8481596,C,24,70,21.0,37.0,11.0,5.0,17.55690476190476,0.5285714285714286,0.2285714285714285,0.3,242.0,0.8777152,72.0,0.24667558,21.0,0.32704583,27.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8481596.png
598,4274,Philip Broberg,8481598,D,23,68,8.0,29.0,10.0,11.0,20.499754901960785,0.4264705882352941,0.3088235294117647,0.1176470588235294,250.0,0.801024,66.0,0.08535725,7.0,0.28316674,24.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8481598.png
599,4280,Tobias Bjornfot,8481600,D,23,14,0.0,0.0,0.0,0.0,13.1,0.0,0.0,0.0,246.0,0.22589833,19.0,0.028453235,3.0,0.09491796,8.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8481600.png
600,4283,Simon Holmstrom,8481601,R,23,75,20.0,45.0,17.0,8.0,16.86488888888889,0.6,0.3333333333333333,0.2666666666666666,222.0,0.8662189,72.0,0.22070113,19.0,0.30362824,25.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8481601.png
601,4286,Pavel Dorofeyev,8481604,L,24,82,35.0,52.0,8.0,9.0,16.526626016260163,0.6341463414634146,0.2073170731707317,0.4268292682926829,274.0,0.87336636,72.0,0.28054005,24.0,0.2882888,24.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481604.png
602,4288,Jackson LaCombe,8481605,D,23,75,14.0,43.0,18.0,11.0,22.300666666666665,0.5733333333333334,0.3866666666666666,0.1866666666666666,217.0,0.85220915,70.0,0.14194514,12.0,0.3815687,32.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481605.png
603,4291,Jordan Spence,8481606,D,23,79,4.0,28.0,11.0,13.0,16.788607594936707,0.3544303797468354,0.3037974683544304,0.050632911392405,249.0,0.8116028,67.0,0.058888998,5.0,0.258494,22.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481606.png
604,4292,Albert Johansson,8481607,D,23,61,3.0,9.0,2.0,4.0,16.360928961748634,0.1475409836065573,0.0983606557377049,0.0491803278688524,235.0,0.67775756,56.0,0.03529891,3.0,0.14006785,12.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8481607.png
605,4294,Vladislav Kolyachonok,8481609,D,23,35,2.0,7.0,3.0,2.0,13.017142857142858,0.2,0.1428571428571428,0.0571428571428571,242.0,0.4812949,40.0,0.04914465,5.0,0.14204249,12.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481609.png
606,4298,Vasily Podkolzin,8481617,R,23,82,8.0,24.0,6.0,10.0,13.215650406504066,0.2926829268292683,0.1951219512195122,0.0975609756097561,259.0,0.77050847,64.0,0.13272455,11.0,0.16874729,14.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8481617.png
607,4302,Alex Newhook,8481618,C,23,82,15.0,26.0,6.0,5.0,15.13211382113821,0.3170731707317073,0.1341463414634146,0.1829268292682926,243.0,0.85402536,71.0,0.18960716,16.0,0.2754231,23.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481618.png
608,4308,Ilya Mikheyev,8481624,R,30,80,20.0,34.0,7.0,7.0,15.676875,0.425,0.175,0.25,224.0,0.8960753,74.0,0.18051915,15.0,0.23629993,20.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8481624.png
609,4319,Joel Kiviranta,8481641,L,28,79,16.0,23.0,4.0,3.0,12.521940928270045,0.2911392405063291,0.0886075949367088,0.2025316455696202,273.0,0.72017264,60.0,0.11688702,10.0,0.123176716,11.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8481641.png
610,4322,Cole Schwindt,8481655,R,23,42,1.0,8.0,2.0,5.0,9.256349206349206,0.1904761904761904,0.1666666666666666,0.0238095238095238,274.0,0.48226175,40.0,0.074800104,7.0,0.11364431,10.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481655.png
611,4326,Aliaksei Protas,8481656,C,23,76,30.0,66.0,25.0,11.0,16.456140350877195,0.868421052631579,0.4736842105263157,0.3947368421052631,286.0,0.90843844,75.0,0.29196185,24.0,0.40162766,33.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8481656.png
612,4330,Valtteri Puustinen,8481703,R,25,13,2.0,3.0,1.0,0.0,9.892307692307693,0.2307692307692307,0.0769230769230769,0.1538461538461538,242.0,0.4450633,37.0,0.07872752,7.0,0.13319585,11.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481703.png
613,4333,Juuso Parssinen,8481704,C,23,48,6.0,16.0,5.0,5.0,10.535069444444444,0.3333333333333333,0.2083333333333333,0.125,255.0,0.62359035,52.0,0.1266411,11.0,0.18788932,16.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8481704.png
614,4338,Zac Jones,8481708,D,24,46,1.0,11.0,4.0,6.0,17.253985507246377,0.2391304347826087,0.217391304347826,0.0217391304347826,255.0,0.64542145,53.0,0.046361845,4.0,0.15137155,13.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8481708.png
615,4342,Matias Maccelli,8481711,L,24,55,8.0,18.0,7.0,3.0,13.72848484848485,0.3272727272727272,0.1818181818181818,0.1454545454545454,240.0,0.7537666,62.0,0.1557067,13.0,0.27658433,23.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8481711.png
616,4344,Dmitri Voronkov,8481716,L,24,73,23.0,47.0,14.0,10.0,16.786986301369865,0.6438356164383562,0.3287671232876712,0.3150684931506849,267.0,0.88274086,73.0,0.27983475,23.0,0.33259508,28.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8481716.png
617,4348,Elmer Soderblom,8481725,L,23,26,4.0,11.0,3.0,4.0,13.37051282051282,0.4230769230769231,0.2692307692307692,0.1538461538461538,235.0,0.6940539,57.0,0.17913035,15.0,0.17958489,15.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8481725.png
618,4350,Adam Edstrom,8481726,C,24,51,5.0,9.0,3.0,1.0,9.273529411764706,0.1764705882352941,0.0784313725490196,0.0980392156862745,255.0,0.5328525,44.0,0.10789175,9.0,0.12007787,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8481726.png
619,4351,Andre Lee,8481732,L,24,19,1.0,3.0,2.0,0.0,9.171052631578949,0.1578947368421052,0.1052631578947368,0.0526315789473684,249.0,0.3538108,30.0,0.070029885,6.0,0.08311657,7.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481732.png
620,4352,Matt Stienburg,8481737,C,24,8,0.0,0.0,0.0,0.0,6.089583333333334,0.0,0.0,0.0,273.0,0.20642933,17.0,0.061459173,6.0,0.081186496,7.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8481737.png
621,4354,Marc Del Gaizo,8481743,D,25,46,2.0,9.0,4.0,3.0,16.752173913043478,0.1956521739130435,0.1521739130434782,0.0434782608695652,212.0,0.59849495,50.0,0.04357941,4.0,0.1340611,11.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8481743.png
622,4357,Nikita Nesterenko,8481754,C,23,20,4.0,6.0,2.0,0.0,10.316666666666666,0.3,0.1,0.2,217.0,0.3518827,29.0,0.13034697,11.0,0.1031864,9.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8481754.png
623,4359,Tye Kartye,8481789,L,23,63,6.0,13.0,3.0,4.0,9.68095238095238,0.2063492063492063,0.1111111111111111,0.0952380952380952,245.0,0.69031924,57.0,0.10798008,9.0,0.14460602,12.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8481789.png
624,4361,Louis Crevier,8481806,D,23,32,3.0,4.0,0.0,1.0,17.285416666666666,0.125,0.03125,0.09375,224.0,0.5050333,42.0,0.032651663,3.0,0.12575275,11.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8481806.png
625,4371,Drew O'Connor,8482055,L,26,84,10.0,25.0,7.0,8.0,14.4625,0.2976190476190476,0.1785714285714285,0.119047619047619,233.0,0.8315316,69.0,0.15681766,13.0,0.1561789,13.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8482055.png
626,4375,Cole Smith,8482062,R,29,71,4.0,12.0,4.0,4.0,13.60586854460094,0.1690140845070422,0.1126760563380281,0.056338028169014,212.0,0.7690276,64.0,0.085267745,7.0,0.09618905,8.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482062.png
627,4379,Mitchell Chaffee,8482070,R,26,66,12.0,18.0,3.0,3.0,12.03510101010101,0.2727272727272727,0.0909090909090909,0.1818181818181818,292.0,0.71680987,59.0,0.10863401,9.0,0.13357191,11.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482070.png
628,4383,Braden Schneider,8482073,D,23,80,6.0,21.0,6.0,9.0,17.866875,0.2625,0.1875,0.075,255.0,0.84975326,70.0,0.044199865,4.0,0.20962927,18.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482073.png
629,4385,Connor Zary,8482074,C,23,54,13.0,27.0,5.0,9.0,16.074074074074073,0.5,0.2592592592592592,0.2407407407407407,220.0,0.79386,66.0,0.23392509,20.0,0.27381673,23.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482074.png
630,4388,Dylan Holloway,8482077,L,23,77,26.0,63.0,21.0,16.0,16.824458874458873,0.8181818181818182,0.4805194805194805,0.3376623376623376,250.0,0.8594254,71.0,0.29336193,25.0,0.42397708,35.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8482077.png
631,4392,Lucas Raymond,8482078,L,22,82,27.0,80.0,28.0,25.0,18.78333333333333,0.975609756097561,0.6463414634146342,0.3292682926829268,235.0,0.94178116,78.0,0.33679733,28.0,0.5411913,45.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8482078.png
632,4395,Marco Rossi,8482079,C,23,82,24.0,60.0,22.0,14.0,18.24573170731708,0.7317073170731707,0.4390243902439024,0.2926829268292683,225.0,0.9119583,75.0,0.26053402,22.0,0.37482876,31.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png
633,4398,Kaiden Guhle,8482087,D,22,55,6.0,18.0,9.0,3.0,21.175757575757576,0.3272727272727272,0.2181818181818181,0.109090909090909,243.0,0.7799271,64.0,0.063338034,6.0,0.29585785,25.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482087.png
634,4402,Jake Neighbours,8482089,L,22,82,22.0,46.0,15.0,9.0,15.89471544715447,0.5609756097560976,0.2926829268292683,0.2682926829268293,250.0,0.8873655,73.0,0.23990011,20.0,0.29261738,24.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8482089.png
635,4405,Ridly Greig,8482092,C,22,78,13.0,34.0,14.0,7.0,17.07991452991453,0.4358974358974359,0.2692307692307692,0.1666666666666666,242.0,0.8565329,71.0,0.20106395,17.0,0.3388218,28.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482092.png
636,4409,Seth Jarvis,8482093,C,22,73,32.0,67.0,22.0,13.0,19.35593607305936,0.9178082191780822,0.4794520547945205,0.4383561643835616,266.0,0.9136851,75.0,0.40767625,34.0,0.5020124,42.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482093.png
637,4413,Tyler Kleven,8482095,D,22,79,4.0,10.0,3.0,3.0,14.46561181434599,0.1265822784810126,0.0759493670886076,0.050632911392405,242.0,0.70762855,59.0,0.042075664,4.0,0.16334282,14.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482095.png
638,4416,Jack Quinn,8482097,R,23,74,15.0,39.0,13.0,11.0,14.86328828828829,0.527027027027027,0.3243243243243243,0.2027027027027027,265.0,0.8129396,67.0,0.22288951,19.0,0.31909904,27.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482097.png
639,4417,Danil Gushchin,8482101,L,22,12,0.0,1.0,1.0,0.0,12.3,0.0833333333333333,0.0833333333333333,0.0,208.0,0.39851612,33.0,0.09602214,8.0,0.15595049,13.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482101.png
640,4420,Jake Sanderson,8482105,D,22,80,11.0,57.0,20.0,26.0,24.442083333333333,0.7125,0.575,0.1375,242.0,0.9111848,75.0,0.13981603,12.0,0.52428615,43.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482105.png
641,4425,Alexis Lafrenire,8482109,L,23,82,17.0,45.0,21.0,7.0,17.00548780487805,0.5487804878048781,0.3414634146341463,0.2073170731707317,255.0,0.9462739,78.0,0.23906724,20.0,0.3328777,28.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482109.png
642,4429,Dawson Mercer,8482110,C,23,82,19.0,36.0,12.0,5.0,17.883536585365853,0.4390243902439024,0.2073170731707317,0.2317073170731707,240.0,0.93608916,77.0,0.2656198,22.0,0.3358586,28.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482110.png
643,4432,Justin Barron,8482111,D,23,62,6.0,13.0,3.0,4.0,17.431451612903224,0.2096774193548387,0.1129032258064516,0.0967741935483871,212.0,0.68670106,57.0,0.05533921,5.0,0.1798601,15.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482111.png
644,4436,Anton Lundell,8482113,C,23,79,17.0,45.0,19.0,9.0,16.712447257383968,0.569620253164557,0.3544303797468354,0.2151898734177215,246.0,0.89443636,74.0,0.21913922,18.0,0.35158226,29.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8482113.png
645,4441,Tim Sttzle,8482116,C,22,82,24.0,79.0,27.0,28.0,19.8130081300813,0.9634146341463414,0.6707317073170732,0.2926829268292683,242.0,0.947778,78.0,0.34881973,29.0,0.64944375,54.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482116.png
646,4445,Lukas Reichel,8482117,L,22,70,8.0,22.0,8.0,6.0,11.911190476190477,0.3142857142857143,0.2,0.1142857142857142,224.0,0.7408368,61.0,0.13202068,11.0,0.17734909,15.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8482117.png
647,4446,Sam Colangelo,8482118,R,23,32,10.0,12.0,2.0,0.0,12.486458333333331,0.375,0.0625,0.3125,217.0,0.5975677,50.0,0.18246788,15.0,0.15402134,13.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8482118.png
648,4448,Brock Faber,8482122,D,22,78,10.0,29.0,6.0,13.0,25.525,0.3717948717948718,0.2435897435897435,0.1282051282051282,225.0,0.8936791,74.0,0.10520893,9.0,0.36052075,30.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482122.png
649,4452,Quinton Byfield,8482124,R,22,81,23.0,54.0,13.0,18.0,18.623456790123456,0.6666666666666666,0.382716049382716,0.2839506172839506,249.0,0.89553976,74.0,0.25768217,22.0,0.3852241,32.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png
650,4456,Alexander Holtz,8482125,R,22,53,4.0,12.0,4.0,4.0,11.58490566037736,0.2264150943396226,0.1509433962264151,0.0754716981132075,274.0,0.67301846,56.0,0.12279348,11.0,0.14628026,12.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8482125.png
651,4457,Emil Andrae,8482126,D,22,42,1.0,7.0,4.0,2.0,17.34484126984127,0.1666666666666666,0.1428571428571428,0.0238095238095238,232.0,0.56676006,47.0,0.04980079,5.0,0.13740523,12.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482126.png
652,4458,Brett Berard,8482132,L,22,35,6.0,10.0,1.0,3.0,10.714761904761904,0.2857142857142857,0.1142857142857142,0.1714285714285714,255.0,0.6159053,51.0,0.13478404,12.0,0.15281668,13.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482132.png
653,4466,Jamie Drysdale,8482142,D,22,70,7.0,20.0,5.0,8.0,19.916904761904764,0.2857142857142857,0.1857142857142857,0.1,232.0,0.80470806,66.0,0.049117118,5.0,0.21556999,18.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482142.png
654,4467,Jack Thompson,8482144,D,22,31,4.0,10.0,4.0,2.0,15.790322580645162,0.3225806451612903,0.1935483870967742,0.1290322580645161,208.0,0.58569163,49.0,0.06590954,6.0,0.18467517,16.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482144.png
655,4468,Mavrik Bourque,8482145,C,22,73,11.0,25.0,7.0,7.0,12.684018264840182,0.3424657534246575,0.1917808219178082,0.1506849315068493,275.0,0.74510634,62.0,0.16150132,14.0,0.20647897,17.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png
656,4471,Luke Evangelista,8482146,R,22,68,10.0,32.0,10.0,12.0,13.87156862745098,0.4705882352941176,0.3235294117647059,0.1470588235294117,212.0,0.8064243,67.0,0.21303171,18.0,0.29232043,24.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482146.png
657,4474,Hendrix Lapierre,8482148,C,22,27,0.0,8.0,3.0,5.0,9.796296296296296,0.2962962962962963,0.2962962962962963,0.0,286.0,0.5512686,46.0,0.12600273,11.0,0.16206661,14.0,https://assets.nhle.com/mugs/nhl/20242025/WSH/8482148.png
658,4478,Cole Perfetti,8482149,C,22,82,18.0,50.0,18.0,14.0,15.186991869918698,0.6097560975609756,0.3902439024390244,0.2195121951219512,275.0,0.84547,70.0,0.231522,19.0,0.35892776,30.0,https://assets.nhle.com/mugs/nhl/20242025/WPG/8482149.png
659,4480,Brendan Brisson,8482153,C,23,9,0.0,0.0,0.0,0.0,9.866666666666667,0.0,0.0,0.0,274.0,0.2992976,25.0,0.07492009,7.0,0.12483824,11.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482153.png
660,4482,Alex Laferriere,8482155,R,23,77,19.0,42.0,16.0,7.0,16.53181818181818,0.5454545454545454,0.2987012987012987,0.2467532467532467,249.0,0.8968391,74.0,0.2527679,21.0,0.3484901,29.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482155.png
661,4484,Will Cuylle,8482157,L,22,82,20.0,45.0,13.0,12.0,15.077439024390245,0.5487804878048781,0.3048780487804878,0.2439024390243902,255.0,0.88648057,73.0,0.22616896,19.0,0.31368986,26.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482157.png
662,4487,Tyson Foerster,8482159,R,22,81,25.0,43.0,9.0,9.0,16.862551440329216,0.5308641975308642,0.2222222222222222,0.3086419753086419,232.0,0.90663713,75.0,0.2662194,22.0,0.35089839,29.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482159.png
663,4488,Shakir Mukhamadullin,8482166,D,22,30,2.0,9.0,3.0,4.0,18.06722222222222,0.3,0.2333333333333333,0.0666666666666666,208.0,0.48934326,41.0,0.047241367,4.0,0.1754637,15.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482166.png
664,4490,Landon Slaggert,8482172,L,22,33,2.0,6.0,4.0,0.0,12.307575757575757,0.1818181818181818,0.1212121212121212,0.0606060606060606,224.0,0.48888877,41.0,0.08932192,8.0,0.11785027,10.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8482172.png
665,4493,JJ Peterka,8482175,R,22,77,27.0,68.0,18.0,23.0,18.183982683982684,0.8831168831168831,0.5324675324675324,0.3506493506493506,265.0,0.926694,76.0,0.33454913,28.0,0.44878098,37.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482175.png
666,4496,Wyatt Kaiser,8482176,D,22,57,4.0,8.0,2.0,2.0,18.116959064327485,0.1403508771929824,0.0701754385964912,0.0701754385964912,224.0,0.7171126,59.0,0.04607212,4.0,0.17060198,14.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8482176.png
667,4498,Marat Khusnutdinov,8482177,C,22,75,5.0,12.0,4.0,3.0,12.085111111111113,0.16,0.0933333333333333,0.0666666666666666,222.0,0.7022087,58.0,0.069895364,6.0,0.14123519,12.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482177.png
668,4501,Gage Goncalves,8482201,C,23,60,8.0,20.0,8.0,4.0,12.793611111111112,0.3333333333333333,0.2,0.1333333333333333,292.0,0.6629351,55.0,0.13218804,11.0,0.17082642,15.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482201.png
669,4515,Artem Zub,8482245,D,29,56,2.0,13.0,4.0,7.0,20.633333333333333,0.2321428571428571,0.1964285714285714,0.0357142857142857,242.0,0.7430258,61.0,0.042570405,4.0,0.17610432,15.0,https://assets.nhle.com/mugs/nhl/20242025/OTT/8482245.png
670,4520,Bobby McMann,8482259,C,28,74,20.0,34.0,7.0,7.0,14.49662162162162,0.4594594594594595,0.1891891891891892,0.2702702702702703,267.0,0.81193954,67.0,0.19150868,16.0,0.22772379,19.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482259.png
671,4522,Jeff Malott,8482408,L,28,12,0.0,1.0,0.0,1.0,10.275,0.0833333333333333,0.0833333333333333,0.0,249.0,0.27944225,23.0,0.047133535,4.0,0.076559715,7.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482408.png
672,4524,Mikael Pyyhtia,8482451,L,23,47,4.0,7.0,3.0,0.0,12.09964539007092,0.1489361702127659,0.0638297872340425,0.0851063829787234,267.0,0.49330583,41.0,0.059866957,5.0,0.13556771,12.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482451.png
673,4526,Matt Rempe,8482460,C,22,42,3.0,8.0,2.0,3.0,8.507539682539683,0.1904761904761904,0.119047619047619,0.0714285714285714,255.0,0.48612434,40.0,0.086847395,8.0,0.11415447,10.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8482460.png
674,4531,Yegor Chinakhov,8482475,R,23,30,7.0,15.0,5.0,3.0,15.722222222222223,0.5,0.2666666666666666,0.2333333333333333,267.0,0.7413251,61.0,0.2021719,17.0,0.21704894,18.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482475.png
675,4532,Emil Heineman,8482476,L,23,62,10.0,18.0,5.0,3.0,11.39220430107527,0.2903225806451613,0.1290322580645161,0.1612903225806451,243.0,0.6394433,53.0,0.12315467,11.0,0.15183766,13.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8482476.png
676,4533,Adam Wilsby,8482482,D,24,23,1.0,5.0,1.0,3.0,18.09855072463768,0.217391304347826,0.1739130434782608,0.0434782608695652,212.0,0.44838458,37.0,0.035111766,3.0,0.12597017,11.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482482.png
677,4536,Nils Aman,8482496,C,24,19,1.0,6.0,1.0,4.0,10.484210526315788,0.3157894736842105,0.2631578947368421,0.0526315789473684,233.0,0.44370237,37.0,0.08054566,7.0,0.12150997,10.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8482496.png
678,4538,Mason Lohrei,8482511,D,23,77,5.0,33.0,9.0,19.0,19.527489177489176,0.4285714285714285,0.3636363636363636,0.0649350649350649,222.0,0.8596997,71.0,0.101842076,9.0,0.32951823,28.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482511.png
679,4540,Matthew Kessel,8482516,D,24,29,0.0,3.0,2.0,1.0,13.14022988505747,0.1034482758620689,0.1034482758620689,0.0,250.0,0.45020387,37.0,0.029258853,3.0,0.10146002,9.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8482516.png
680,4545,Daniil Miromanov,8482624,D,27,44,2.0,9.0,3.0,4.0,17.679545454545455,0.2045454545454545,0.1590909090909091,0.0454545454545454,220.0,0.53069377,44.0,0.041404143,4.0,0.13464764,12.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482624.png
681,4553,Walker Duehr,8482652,R,27,24,2.0,3.0,1.0,0.0,8.803472222222222,0.125,0.0416666666666666,0.0833333333333333,208.0,0.3140371,26.0,0.0524765,5.0,0.07759328,7.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482652.png
682,4558,J.J. Moser,8482655,D,24,54,2.0,14.0,4.0,8.0,18.85277777777777,0.2592592592592592,0.2222222222222222,0.037037037037037,292.0,0.7889426,65.0,0.049720086,5.0,0.22369082,19.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482655.png
683,4560,Josh Doan,8482659,R,22,51,7.0,19.0,8.0,4.0,13.518627450980391,0.3725490196078431,0.2352941176470588,0.1372549019607843,240.0,0.71475726,59.0,0.22255886,19.0,0.26274914,22.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8482659.png
684,4564,Kent Johnson,8482660,C,22,68,24.0,57.0,17.0,16.0,17.293872549019607,0.8382352941176471,0.4852941176470588,0.3529411764705882,267.0,0.8373081,69.0,0.2733949,23.0,0.41248187,34.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482660.png
685,4568,Matty Beniers,8482665,C,22,82,20.0,43.0,14.0,9.0,18.68780487804878,0.524390243902439,0.2804878048780488,0.2439024390243902,245.0,0.917502,76.0,0.27543706,23.0,0.36584848,30.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8482665.png
686,4569,Scott Morrow,8482666,D,22,14,1.0,6.0,2.0,3.0,15.797619047619047,0.4285714285714285,0.3571428571428571,0.0714285714285714,266.0,0.42494652,35.0,0.06710233,6.0,0.18537228,16.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482666.png
687,4573,William Eklund,8482667,L,22,77,17.0,58.0,28.0,13.0,19.55324675324676,0.7532467532467533,0.5324675324675324,0.2207792207792207,208.0,0.9055967,75.0,0.26627392,22.0,0.42896274,36.0,https://assets.nhle.com/mugs/nhl/20242025/SJS/8482667.png
688,4577,Owen Power,8482671,D,22,79,7.0,40.0,16.0,17.0,21.31181434599156,0.5063291139240507,0.4177215189873418,0.0886075949367088,265.0,0.9048081,75.0,0.10716246,9.0,0.3962377,33.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482671.png
